OP_absence,OP_exist,OP_rhythem,S_absence,S_exist,S_rhythem,pattern_diff,pattern_same
,Podoviridae.sp._P08,,,Olsenella.sp..oral.taxon.807_P09,,,
,Podoviridae.sp._P09,,,Olsenella.sp..oral.taxon.807_P11,,,
,Podoviridae.sp._P11,,,Olsenella.sp..oral.taxon.807_P13,,,
,Podoviridae.sp._P13,,,Olsenella.sp..oral.taxon.807_P14,,,
,Podoviridae.sp._P14,,,Olsenella.sp..oral.taxon.807_P15,,,
,Podoviridae.sp._P15,,,Olsenella.sp..oral.taxon.807_P16,,,
,Podoviridae.sp._P16,,,Olsenella.sp..oral.taxon.807_P17,,,
,Podoviridae.sp._P17,,,Olsenella.sp..oral.taxon.807_P18,,,
,Podoviridae.sp._P18,,,Olsenella.sp..oral.taxon.807_P19,,,
,Podoviridae.sp._P19,,,Olsenella.sp..oral.taxon.807_P20,,,
,Podoviridae.sp._P20,,,Olsenella.sp..oral.taxon.807_P21,,,
,Podoviridae.sp._P21,,,Olsenella.sp..oral.taxon.807_P22,,,
,Podoviridae.sp._P22,,,Olsenella.sp..oral.taxon.807_P23,,,
,Podoviridae.sp._P23,,,Olsenella.sp..oral.taxon.807_P24,,,
,Podoviridae.sp._P24,,,Olsenella.sp..oral.taxon.807_P25,,,
,Podoviridae.sp._P25,,,Olsenella.sp..oral.taxon.807_P26,,,
,Podoviridae.sp._P26,,,Olsenella.sp..oral.taxon.807_P27,,,
,Podoviridae.sp._P27,,,Podoviridae.sp._P03,,,
,Porphyromonas.endodontalis_P06,,,Podoviridae.sp._P05,,,
,Porphyromonas.endodontalis_P07,,,Podoviridae.sp._P06,,,
,Porphyromonas.endodontalis_P11,,,Podoviridae.sp._P07,,,
,Porphyromonas.endodontalis_P17,,,Podoviridae.sp._P08,,,
,Porphyromonas.endodontalis_P21,,,Podoviridae.sp._P09,,,
,Porphyromonas.endodontalis_P22,,,Podoviridae.sp._P11,,,
,Porphyromonas.endodontalis_P23,,,Podoviridae.sp._P13,,,
,Porphyromonas.gingivalis_P03,,,Podoviridae.sp._P14,,,
,Porphyromonas.gingivalis_P06,,,Podoviridae.sp._P15,,,
,Porphyromonas.gingivalis_P07,,,Podoviridae.sp._P16,,,
,Porphyromonas.gingivalis_P08,,,Podoviridae.sp._P17,,,
,Porphyromonas.gingivalis_P09,,,Podoviridae.sp._P18,,,
,Porphyromonas.gingivalis_P11,,,Podoviridae.sp._P19,,,
,Porphyromonas.gingivalis_P13,,,Podoviridae.sp._P20,,,
,Porphyromonas.gingivalis_P14,,,Podoviridae.sp._P21,,,
,Porphyromonas.gingivalis_P15,,,Podoviridae.sp._P22,,,
,Porphyromonas.gingivalis_P16,,,Podoviridae.sp._P23,,,
,Porphyromonas.gingivalis_P17,,,Podoviridae.sp._P24,,,
,Porphyromonas.gingivalis_P19,,,Podoviridae.sp._P25,,,
,Porphyromonas.gingivalis_P20,,,Podoviridae.sp._P26,,,
,Porphyromonas.gingivalis_P21,,,Podoviridae.sp._P27,,,
,Porphyromonas.gingivalis_P22,,,Porphyromonas.gingivalis_P03,,,
,Porphyromonas.gingivalis_P23,,,Porphyromonas.gingivalis_P07,,,
,Porphyromonas.gingivalis_P25,,,Porphyromonas.gingivalis_P09,,,
,Porphyromonas.gingivalis_P26,,,Porphyromonas.gingivalis_P11,,,
,Porphyromonas.gingivalis_P27,,,Porphyromonas.gingivalis_P14,,,
,Prevotella.dentalis_P03,,,Porphyromonas.gingivalis_P15,,,
,Prevotella.dentalis_P07,,,Porphyromonas.gingivalis_P17,,,
,Prevotella.dentalis_P11,,,Porphyromonas.gingivalis_P19,,,
,Prevotella.dentalis_P17,,,Porphyromonas.gingivalis_P20,,,
,Prevotella.dentalis_P21,,,Porphyromonas.gingivalis_P21,,,
,Prevotella.dentalis_P22,,,Porphyromonas.gingivalis_P22,,,
,Prevotella.dentalis_P23,,,Porphyromonas.gingivalis_P23,,,
,Prevotella.denticola_P03,,,Porphyromonas.gingivalis_P25,,,
,Prevotella.denticola_P05,,,Prevotella.dentalis_P07,,,
,Prevotella.denticola_P06,,,Prevotella.dentalis_P09,,,
,Prevotella.denticola_P07,,,Prevotella.dentalis_P17,,,
,Prevotella.denticola_P08,,,Prevotella.denticola_P03,,,
,Prevotella.denticola_P09,,,Prevotella.denticola_P05,,,
,Prevotella.denticola_P11,,,Prevotella.denticola_P06,,,
,Prevotella.denticola_P14,,,Prevotella.denticola_P07,,,
,Prevotella.denticola_P15,,,Prevotella.denticola_P09,,,
,Prevotella.denticola_P16,,,Prevotella.denticola_P11,,,
,Prevotella.denticola_P17,,,Prevotella.denticola_P14,,,
,Prevotella.denticola_P19,,,Prevotella.denticola_P15,,,
,Prevotella.denticola_P21,,,Prevotella.denticola_P19,,,
,Prevotella.denticola_P22,,,Prevotella.denticola_P20,,,
,Prevotella.denticola_P23,,,Prevotella.denticola_P21,,,
,Prevotella.denticola_P24,,,Prevotella.denticola_P23,,,
,Prevotella.denticola_P25,,,Prevotella.denticola_P24,,,
,Prevotella.denticola_P26,,,Prevotella.denticola_P25,,,
,Prevotella.fusca_P09,,,Prevotella.denticola_P26,,,
,Prevotella.fusca_P11,,,Prevotella.fusca_P09,,,
,Prevotella.fusca_P14,,,Prevotella.fusca_P11,,,
,Prevotella.fusca_P15,,,Prevotella.fusca_P15,,,
,Prevotella.fusca_P17,,,Prevotella.fusca_P21,,,
,Prevotella.fusca_P21,,,Prevotella.fusca_P24,,,
,Prevotella.fusca_P22,,,Prevotella.histicola_P05,,,
,Prevotella.fusca_P23,,,Prevotella.histicola_P06,,,
,Prevotella.fusca_P24,,,Prevotella.histicola_P08,,,
,Prevotella.fusca_P25,,,Prevotella.histicola_P09,,,
,Prevotella.histicola_P03,,,Prevotella.histicola_P11,,,
,Prevotella.histicola_P05,,,Prevotella.histicola_P15,,,
,Prevotella.histicola_P06,,,Prevotella.histicola_P18,,,
,Prevotella.histicola_P07,,,Prevotella.histicola_P19,,,
,Prevotella.histicola_P08,,,Prevotella.histicola_P21,,,
,Prevotella.histicola_P09,,,Prevotella.histicola_P24,,,
,Prevotella.histicola_P11,,,Prevotella.histicola_P25,,,
,Prevotella.histicola_P13,,,Prevotella.histicola_P26,,,
,Prevotella.histicola_P15,,,Prevotella.intermedia_P03,,,
,Prevotella.histicola_P16,,,Prevotella.intermedia_P06,,,
,Prevotella.histicola_P18,,,Prevotella.intermedia_P07,,,
,Prevotella.histicola_P19,,,Prevotella.intermedia_P09,,,
,Prevotella.histicola_P21,,,Prevotella.intermedia_P11,,,
,Prevotella.histicola_P22,,,Prevotella.intermedia_P14,,,
,Prevotella.histicola_P23,,,Prevotella.intermedia_P15,,,
,Prevotella.histicola_P24,,,Prevotella.intermedia_P17,,,
,Prevotella.histicola_P25,,,Prevotella.intermedia_P19,,,
,Prevotella.histicola_P26,,,Prevotella.intermedia_P20,,,
,Prevotella.intermedia_P03,,,Prevotella.intermedia_P21,,,
,Prevotella.intermedia_P05,,,Prevotella.intermedia_P22,,,
,Prevotella.intermedia_P06,,,Prevotella.intermedia_P23,,,
,Prevotella.intermedia_P07,,,Prevotella.intermedia_P24,,,
,Prevotella.intermedia_P08,,,Prevotella.intermedia_P25,,,
,Prevotella.intermedia_P09,,,Prevotella.intermedia_P26,,,
,Prevotella.intermedia_P11,,,Prevotella.intermedia_P27,,,
,Prevotella.intermedia_P13,,,Prevotella.jejuni_P03,,,
,Prevotella.intermedia_P14,,,Prevotella.jejuni_P05,,,
,Prevotella.intermedia_P15,,,Prevotella.jejuni_P06,,,
,Prevotella.intermedia_P16,,,Prevotella.jejuni_P08,,,
,Prevotella.intermedia_P17,,,Prevotella.jejuni_P09,,,
,Prevotella.intermedia_P18,,,Prevotella.jejuni_P11,,,
,Prevotella.intermedia_P19,,,Prevotella.jejuni_P14,,,
,Prevotella.intermedia_P20,,,Prevotella.jejuni_P15,,,
,Prevotella.intermedia_P21,,,Prevotella.jejuni_P19,,,
,Prevotella.intermedia_P22,,,Prevotella.jejuni_P20,,,
,Prevotella.intermedia_P23,,,Prevotella.jejuni_P21,,,
,Prevotella.intermedia_P24,,,Prevotella.jejuni_P23,,,
,Prevotella.intermedia_P25,,,Prevotella.jejuni_P24,,,
,Prevotella.intermedia_P26,,,Prevotella.jejuni_P25,,,
,Prevotella.intermedia_P27,,,Prevotella.jejuni_P26,,,
,Prevotella.jejuni_P03,,,Prevotella.melaninogenica_P03,,,
,Prevotella.jejuni_P05,,,Prevotella.melaninogenica_P05,,,
,Prevotella.jejuni_P06,,,Prevotella.melaninogenica_P06,,,
,Prevotella.jejuni_P07,,,Prevotella.melaninogenica_P07,,,
,Prevotella.jejuni_P08,,,Prevotella.melaninogenica_P08,,,
,Prevotella.jejuni_P09,,,Prevotella.melaninogenica_P09,,,
,Prevotella.jejuni_P11,,,Prevotella.melaninogenica_P11,,,
,Prevotella.jejuni_P13,,,Prevotella.melaninogenica_P13,,,
,Prevotella.jejuni_P14,,,Prevotella.melaninogenica_P14,,,
,Prevotella.jejuni_P15,,,Prevotella.melaninogenica_P15,,,
,Prevotella.jejuni_P16,,,Prevotella.melaninogenica_P16,,,
,Prevotella.jejuni_P17,,,Prevotella.melaninogenica_P17,,,
,Prevotella.jejuni_P18,,,Prevotella.melaninogenica_P18,,,
,Prevotella.jejuni_P19,,,Prevotella.melaninogenica_P19,,,
,Prevotella.jejuni_P20,,,Prevotella.melaninogenica_P20,,,
,Prevotella.jejuni_P21,,,Prevotella.melaninogenica_P21,,,
,Prevotella.jejuni_P22,,,Prevotella.melaninogenica_P22,,,
,Prevotella.jejuni_P23,,,Prevotella.melaninogenica_P23,,,
,Prevotella.jejuni_P24,,,Prevotella.melaninogenica_P24,,,
,Prevotella.jejuni_P25,,,Prevotella.melaninogenica_P25,,,
,Prevotella.jejuni_P26,,,Prevotella.melaninogenica_P26,,,
,Prevotella.jejuni_P27,,,Prevotella.melaninogenica_P27,,,
,Prevotella.melaninogenica_P03,,,Prevotella.multiformis_P11,,,
,Prevotella.melaninogenica_P05,,,Prevotella.multiformis_P21,,,
,Prevotella.melaninogenica_P06,,,Prevotella.multiformis_P23,,,
,Prevotella.melaninogenica_P07,,,Prevotella.multiformis_P25,,,
,Prevotella.melaninogenica_P08,,,Prevotella.nigrescens_P03,,,
,Prevotella.melaninogenica_P09,,,Prevotella.nigrescens_P05,,,
,Prevotella.melaninogenica_P11,,,Prevotella.nigrescens_P06,,,
,Prevotella.melaninogenica_P13,,,Prevotella.nigrescens_P07,,,
,Prevotella.melaninogenica_P14,,,Prevotella.nigrescens_P08,,,
,Prevotella.melaninogenica_P15,,,Prevotella.nigrescens_P09,,,
,Prevotella.melaninogenica_P16,,,Prevotella.nigrescens_P11,,,
,Prevotella.melaninogenica_P17,,,Prevotella.nigrescens_P13,,,
,Prevotella.melaninogenica_P18,,,Prevotella.nigrescens_P14,,,
,Prevotella.melaninogenica_P19,,,Prevotella.nigrescens_P15,,,
,Prevotella.melaninogenica_P20,,,Prevotella.nigrescens_P16,,,
,Prevotella.melaninogenica_P21,,,Prevotella.nigrescens_P17,,,
,Prevotella.melaninogenica_P22,,,Prevotella.nigrescens_P19,,,
,Prevotella.melaninogenica_P23,,,Prevotella.nigrescens_P20,,,
,Prevotella.melaninogenica_P24,,,Prevotella.nigrescens_P21,,,
,Prevotella.melaninogenica_P25,,,Prevotella.nigrescens_P22,,,
,Prevotella.melaninogenica_P26,,,Prevotella.nigrescens_P23,,,
,Prevotella.melaninogenica_P27,,,Prevotella.nigrescens_P24,,,
,Prevotella.multiformis_P03,,,Prevotella.nigrescens_P25,,,
,Prevotella.multiformis_P14,,,Prevotella.nigrescens_P26,,,
,Prevotella.multiformis_P17,,,Prevotella.nigrescens_P27,,,
,Prevotella.multiformis_P20,,,Prevotella.oris_P05,,,
,Prevotella.multiformis_P21,,,Prevotella.oris_P06,,,
,Prevotella.multiformis_P22,,,Prevotella.oris_P07,,,
,Prevotella.multiformis_P23,,,Prevotella.oris_P08,,,
,Prevotella.multiformis_P24,,,Prevotella.oris_P09,,,
,Prevotella.multiformis_P25,,,Prevotella.oris_P11,,,
,Prevotella.nigrescens_P03,,,Prevotella.oris_P14,,,
,Prevotella.nigrescens_P05,,,Prevotella.oris_P15,,,
,Prevotella.nigrescens_P06,,,Prevotella.oris_P16,,,
,Prevotella.nigrescens_P07,,,Prevotella.oris_P17,,,
,Prevotella.nigrescens_P08,,,Prevotella.oris_P18,,,
,Prevotella.nigrescens_P09,,,Prevotella.oris_P19,,,
,Prevotella.nigrescens_P11,,,Prevotella.oris_P20,,,
,Prevotella.nigrescens_P13,,,Prevotella.oris_P21,,,
,Prevotella.nigrescens_P14,,,Prevotella.oris_P23,,,
,Prevotella.nigrescens_P15,,,Prevotella.oris_P24,,,
,Prevotella.nigrescens_P16,,,Prevotella.oris_P25,,,
,Prevotella.nigrescens_P17,,,Prevotella.oris_P26,,,
,Prevotella.nigrescens_P18,,,Prevotella.oris_P27,,,
,Prevotella.nigrescens_P19,,,Prevotella.scopos_P03,,,
,Prevotella.nigrescens_P20,,,Prevotella.scopos_P06,,,
,Prevotella.nigrescens_P21,,,Prevotella.scopos_P09,,,
,Prevotella.nigrescens_P22,,,Prevotella.scopos_P11,,,
,Prevotella.nigrescens_P23,,,Prevotella.scopos_P14,,,
,Prevotella.nigrescens_P24,,,Prevotella.scopos_P24,,,
,Prevotella.nigrescens_P25,,,Prevotella.scopos_P25,,,
,Prevotella.nigrescens_P26,,,Prevotella.sp..oral.taxon.299_P03,,,
,Prevotella.nigrescens_P27,,,Prevotella.sp..oral.taxon.299_P06,,,
,Prevotella.oris_P03,,,Prevotella.sp..oral.taxon.299_P07,,,
,Prevotella.oris_P05,,,Prevotella.sp..oral.taxon.299_P08,,,
,Prevotella.oris_P06,,,Prevotella.sp..oral.taxon.299_P09,,,
,Prevotella.oris_P07,,,Prevotella.sp..oral.taxon.299_P11,,,
,Prevotella.oris_P08,,,Prevotella.sp..oral.taxon.299_P14,,,
,Prevotella.oris_P09,,,Prevotella.sp..oral.taxon.299_P15,,,
,Prevotella.oris_P11,,,Prevotella.sp..oral.taxon.299_P16,,,
,Prevotella.oris_P13,,,Prevotella.sp..oral.taxon.299_P20,,,
,Prevotella.oris_P14,,,Prevotella.sp..oral.taxon.299_P21,,,
,Prevotella.oris_P15,,,Prevotella.sp..oral.taxon.299_P22,,,
,Prevotella.oris_P16,,,Prevotella.sp..oral.taxon.299_P23,,,
,Prevotella.oris_P17,,,Prevotella.sp..oral.taxon.299_P24,,,
,Prevotella.oris_P18,,,Prevotella.sp..oral.taxon.299_P25,,,
,Prevotella.oris_P19,,,Prevotella.sp..oral.taxon.299_P26,,,
,Prevotella.oris_P21,,,Prevotella.sp..oral.taxon.475_P03,,,
,Prevotella.oris_P22,,,Prevotella.sp..oral.taxon.475_P11,,,
,Prevotella.oris_P23,,,Prevotella.sp..oral.taxon.475_P14,,,
,Prevotella.oris_P24,,,Prevotella.sp..oral.taxon.475_P21,,,
,Prevotella.oris_P25,,,Prevotella.sp..oral.taxon.475_P23,,,
,Prevotella.oris_P26,,,Prevotella.sp..oral.taxon.475_P25,,,
,Prevotella.oris_P27,,,Prevotella.sp..oral.taxon.475_P26,,,
,Prevotella.scopos_P03,,,Prevotella.sp..oral.taxon.475_P27,,,
,Prevotella.scopos_P05,,,Prevotella.veroralis_P03,,,
,Prevotella.scopos_P06,,,Prevotella.veroralis_P05,,,
,Prevotella.scopos_P07,,,Prevotella.veroralis_P06,,,
,Prevotella.scopos_P08,,,Prevotella.veroralis_P07,,,
,Prevotella.scopos_P09,,,Prevotella.veroralis_P09,,,
,Prevotella.scopos_P11,,,Prevotella.veroralis_P11,,,
,Prevotella.scopos_P13,,,Prevotella.veroralis_P14,,,
,Prevotella.scopos_P14,,,Prevotella.veroralis_P15,,,
,Prevotella.scopos_P16,,,Prevotella.veroralis_P17,,,
,Prevotella.scopos_P17,,,Prevotella.veroralis_P19,,,
,Prevotella.scopos_P18,,,Prevotella.veroralis_P20,,,
,Prevotella.scopos_P21,,,Prevotella.veroralis_P21,,,
,Prevotella.scopos_P22,,,Prevotella.veroralis_P23,,,
,Prevotella.scopos_P23,,,Prevotella.veroralis_P24,,,
,Prevotella.scopos_P24,,,Prevotella.veroralis_P25,,,
,Prevotella.scopos_P25,,,Prevotella.veroralis_P26,,,
,Prevotella.scopos_P26,,,Siphoviridae.sp._P03,,,
,Prevotella.scopos_P27,,,Siphoviridae.sp._P05,,,
,Prevotella.sp..oral.taxon.299_P03,,,Siphoviridae.sp._P06,,,
,Prevotella.sp..oral.taxon.299_P05,,,Siphoviridae.sp._P07,,,
,Prevotella.sp..oral.taxon.299_P06,,,Siphoviridae.sp._P08,,,
,Prevotella.sp..oral.taxon.299_P07,,,Siphoviridae.sp._P09,,,
,Prevotella.sp..oral.taxon.299_P08,,,Siphoviridae.sp._P11,,,
,Prevotella.sp..oral.taxon.299_P09,,,Siphoviridae.sp._P13,,,
,Prevotella.sp..oral.taxon.299_P11,,,Siphoviridae.sp._P14,,,
,Prevotella.sp..oral.taxon.299_P13,,,Siphoviridae.sp._P15,,,
,Prevotella.sp..oral.taxon.299_P14,,,Siphoviridae.sp._P16,,,
,Prevotella.sp..oral.taxon.299_P15,,,Siphoviridae.sp._P17,,,
,Prevotella.sp..oral.taxon.299_P16,,,Siphoviridae.sp._P18,,,
,Prevotella.sp..oral.taxon.299_P17,,,Siphoviridae.sp._P19,,,
,Prevotella.sp..oral.taxon.299_P18,,,Siphoviridae.sp._P20,,,
,Prevotella.sp..oral.taxon.299_P20,,,Siphoviridae.sp._P21,,,
,Prevotella.sp..oral.taxon.299_P21,,,Siphoviridae.sp._P22,,,
,Prevotella.sp..oral.taxon.299_P22,,,Siphoviridae.sp._P23,,,
,Prevotella.sp..oral.taxon.299_P23,,,Siphoviridae.sp._P24,,,
,Prevotella.sp..oral.taxon.299_P24,,,Siphoviridae.sp._P25,,,
,Prevotella.sp..oral.taxon.299_P25,,,Siphoviridae.sp._P26,,,
,Prevotella.sp..oral.taxon.299_P26,,,Siphoviridae.sp._P27,,,
,Prevotella.sp..oral.taxon.299_P27,,,Streptococcus.agalactiae_P03,,,
,Prevotella.sp..oral.taxon.475_P03,,,Streptococcus.agalactiae_P05,,,
,Prevotella.sp..oral.taxon.475_P06,,,Streptococcus.agalactiae_P06,,,
,Prevotella.sp..oral.taxon.475_P07,,,Streptococcus.agalactiae_P08,,,
,Prevotella.sp..oral.taxon.475_P11,,,Streptococcus.agalactiae_P09,,,
,Prevotella.sp..oral.taxon.475_P13,,,Streptococcus.agalactiae_P13,,,
,Prevotella.sp..oral.taxon.475_P15,,,Streptococcus.agalactiae_P14,,,
,Prevotella.sp..oral.taxon.475_P16,,,Streptococcus.agalactiae_P15,,,
,Prevotella.sp..oral.taxon.475_P17,,,Streptococcus.agalactiae_P16,,,
,Prevotella.sp..oral.taxon.475_P18,,,Streptococcus.agalactiae_P17,,,
,Prevotella.sp..oral.taxon.475_P21,,,Streptococcus.agalactiae_P18,,,
,Prevotella.sp..oral.taxon.475_P22,,,Streptococcus.agalactiae_P19,,,
,Prevotella.sp..oral.taxon.475_P23,,,Streptococcus.agalactiae_P20,,,
,Prevotella.sp..oral.taxon.475_P26,,,Streptococcus.agalactiae_P21,,,
,Prevotella.sp..oral.taxon.475_P27,,,Streptococcus.agalactiae_P23,,,
,Prevotella.veroralis_P03,,,Streptococcus.agalactiae_P24,,,
,Prevotella.veroralis_P05,,,Streptococcus.agalactiae_P25,,,
,Prevotella.veroralis_P06,,,Streptococcus.agalactiae_P26,,,
,Prevotella.veroralis_P07,,,Streptococcus.agalactiae_P27,,,
,Prevotella.veroralis_P08,,,Streptococcus.australis_P03,,,
,Prevotella.veroralis_P09,,,Streptococcus.australis_P05,,,
,Prevotella.veroralis_P11,,,Streptococcus.australis_P06,,,
,Prevotella.veroralis_P14,,,Streptococcus.australis_P07,,,
,Prevotella.veroralis_P16,,,Streptococcus.australis_P08,,,
,Prevotella.veroralis_P17,,,Streptococcus.australis_P09,,,
,Prevotella.veroralis_P19,,,Streptococcus.australis_P11,,,
,Prevotella.veroralis_P21,,,Streptococcus.australis_P13,,,
,Prevotella.veroralis_P22,,,Streptococcus.australis_P14,,,
,Prevotella.veroralis_P23,,,Streptococcus.australis_P15,,,
,Prevotella.veroralis_P24,,,Streptococcus.australis_P16,,,
,Prevotella.veroralis_P25,,,Streptococcus.australis_P17,,,
,Prevotella.veroralis_P26,,,Streptococcus.australis_P18,,,
,Siphoviridae.sp._P03,,,Streptococcus.australis_P19,,,
,Siphoviridae.sp._P05,,,Streptococcus.australis_P20,,,
,Siphoviridae.sp._P06,,,Streptococcus.australis_P21,,,
,Siphoviridae.sp._P07,,,Streptococcus.australis_P22,,,
,Siphoviridae.sp._P08,,,Streptococcus.australis_P23,,,
,Siphoviridae.sp._P09,,,Streptococcus.australis_P24,,,
,Siphoviridae.sp._P11,,,Streptococcus.australis_P25,,,
,Siphoviridae.sp._P13,,,Streptococcus.australis_P26,,,
,Siphoviridae.sp._P14,,,Streptococcus.australis_P27,,,
,Siphoviridae.sp._P15,,,Streptococcus.constellatus_P03,,,
,Siphoviridae.sp._P16,,,Streptococcus.constellatus_P05,,,
,Siphoviridae.sp._P17,,,Streptococcus.constellatus_P07,,,
,Siphoviridae.sp._P18,,,Streptococcus.constellatus_P08,,,
,Siphoviridae.sp._P19,,,Streptococcus.constellatus_P09,,,
,Siphoviridae.sp._P20,,,Streptococcus.constellatus_P11,,,
,Siphoviridae.sp._P21,,,Streptococcus.constellatus_P13,,,
,Siphoviridae.sp._P22,,,Streptococcus.constellatus_P14,,,
,Siphoviridae.sp._P23,,,Streptococcus.constellatus_P15,,,
,Siphoviridae.sp._P24,,,Streptococcus.constellatus_P17,,,
,Siphoviridae.sp._P25,,,Streptococcus.constellatus_P18,,,
,Siphoviridae.sp._P26,,,Streptococcus.constellatus_P19,,,
,Siphoviridae.sp._P27,,,Streptococcus.constellatus_P20,,,
,Streptococcus.agalactiae_P03,,,Streptococcus.constellatus_P21,,,
,Streptococcus.agalactiae_P05,,,Streptococcus.constellatus_P22,,,
,Streptococcus.agalactiae_P06,,,Streptococcus.constellatus_P23,,,
,Streptococcus.agalactiae_P07,,,Streptococcus.constellatus_P24,,,
,Streptococcus.agalactiae_P08,,,Streptococcus.constellatus_P25,,,
,Streptococcus.agalactiae_P09,,,Streptococcus.constellatus_P26,,,
,Streptococcus.agalactiae_P11,,,Streptococcus.constellatus_P27,,,
,Streptococcus.agalactiae_P13,,,Streptococcus.gwangjuense_P03,,,
,Streptococcus.agalactiae_P14,,,Streptococcus.gwangjuense_P05,,,
,Streptococcus.agalactiae_P15,,,Streptococcus.gwangjuense_P06,,,
,Streptococcus.agalactiae_P16,,,Streptococcus.gwangjuense_P07,,,
,Streptococcus.agalactiae_P17,,,Streptococcus.gwangjuense_P08,,,
,Streptococcus.agalactiae_P19,,,Streptococcus.gwangjuense_P09,,,
,Streptococcus.agalactiae_P20,,,Streptococcus.gwangjuense_P11,,,
,Streptococcus.agalactiae_P21,,,Streptococcus.gwangjuense_P13,,,
,Streptococcus.agalactiae_P22,,,Streptococcus.gwangjuense_P14,,,
,Streptococcus.agalactiae_P23,,,Streptococcus.gwangjuense_P15,,,
,Streptococcus.agalactiae_P24,,,Streptococcus.gwangjuense_P16,,,
,Streptococcus.agalactiae_P26,,,Streptococcus.gwangjuense_P17,,,
,Streptococcus.agalactiae_P27,,,Streptococcus.gwangjuense_P18,,,
,Streptococcus.australis_P03,,,Streptococcus.gwangjuense_P19,,,
,Streptococcus.australis_P05,,,Streptococcus.gwangjuense_P20,,,
,Streptococcus.australis_P06,,,Streptococcus.gwangjuense_P21,,,
,Streptococcus.australis_P07,,,Streptococcus.gwangjuense_P22,,,
,Streptococcus.australis_P08,,,Streptococcus.gwangjuense_P23,,,
,Streptococcus.australis_P09,,,Streptococcus.gwangjuense_P24,,,
,Streptococcus.australis_P11,,,Streptococcus.gwangjuense_P25,,,
,Streptococcus.australis_P13,,,Streptococcus.gwangjuense_P26,,,
,Streptococcus.australis_P14,,,Streptococcus.gwangjuense_P27,,,
,Streptococcus.australis_P15,,,Streptococcus.lactarius_P03,,,
,Streptococcus.australis_P16,,,Streptococcus.lactarius_P05,,,
,Streptococcus.australis_P17,,,Streptococcus.lactarius_P06,,,
,Streptococcus.australis_P18,,,Streptococcus.lactarius_P07,,,
,Streptococcus.australis_P19,,,Streptococcus.lactarius_P08,,,
,Streptococcus.australis_P20,,,Streptococcus.lactarius_P09,,,
,Streptococcus.australis_P21,,,Streptococcus.lactarius_P11,,,
,Streptococcus.australis_P22,,,Streptococcus.lactarius_P13,,,
,Streptococcus.australis_P23,,,Streptococcus.lactarius_P14,,,
,Streptococcus.australis_P24,,,Streptococcus.lactarius_P15,,,
,Streptococcus.australis_P25,,,Streptococcus.lactarius_P16,,,
,Streptococcus.australis_P26,,,Streptococcus.lactarius_P17,,,
,Streptococcus.australis_P27,,,Streptococcus.lactarius_P18,,,
,Streptococcus.constellatus_P03,,,Streptococcus.lactarius_P19,,,
,Streptococcus.constellatus_P05,,,Streptococcus.lactarius_P20,,,
,Streptococcus.constellatus_P06,,,Streptococcus.lactarius_P21,,,
,Streptococcus.constellatus_P07,,,Streptococcus.lactarius_P22,,,
,Streptococcus.constellatus_P08,,,Streptococcus.lactarius_P23,,,
,Streptococcus.constellatus_P09,,,Streptococcus.lactarius_P24,,,
,Streptococcus.constellatus_P11,,,Streptococcus.lactarius_P25,,,
,Streptococcus.constellatus_P13,,,Streptococcus.lactarius_P26,,,
,Streptococcus.constellatus_P14,,,Streptococcus.lactarius_P27,,,
,Streptococcus.constellatus_P15,,,Streptococcus.mitis_P03,,,
,Streptococcus.constellatus_P16,,,Streptococcus.mitis_P05,,,
,Streptococcus.constellatus_P17,,,Streptococcus.mitis_P06,,,
,Streptococcus.constellatus_P18,,,Streptococcus.mitis_P07,,,
,Streptococcus.constellatus_P19,,,Streptococcus.mitis_P08,,,
,Streptococcus.constellatus_P20,,,Streptococcus.mitis_P09,,,
,Streptococcus.constellatus_P21,,,Streptococcus.mitis_P11,,,
,Streptococcus.constellatus_P22,,,Streptococcus.mitis_P13,,,
,Streptococcus.constellatus_P23,,,Streptococcus.mitis_P14,,,
,Streptococcus.constellatus_P24,,,Streptococcus.mitis_P15,,,
,Streptococcus.constellatus_P26,,,Streptococcus.mitis_P16,,,
,Streptococcus.gwangjuense_P03,,,Streptococcus.mitis_P17,,,
,Streptococcus.gwangjuense_P05,,,Streptococcus.mitis_P18,,,
,Streptococcus.gwangjuense_P06,,,Streptococcus.mitis_P19,,,
,Streptococcus.gwangjuense_P07,,,Streptococcus.mitis_P20,,,
,Streptococcus.gwangjuense_P08,,,Streptococcus.mitis_P21,,,
,Streptococcus.gwangjuense_P09,,,Streptococcus.mitis_P22,,,
,Streptococcus.gwangjuense_P11,,,Streptococcus.mitis_P23,,,
,Streptococcus.gwangjuense_P13,,,Streptococcus.mitis_P24,,,
,Streptococcus.gwangjuense_P14,,,Streptococcus.mitis_P25,,,
,Streptococcus.gwangjuense_P15,,,Streptococcus.mitis_P26,,,
,Streptococcus.gwangjuense_P16,,,Streptococcus.mitis_P27,,,
,Streptococcus.gwangjuense_P17,,,Streptococcus.mutans_P03,,,
,Streptococcus.gwangjuense_P18,,,Streptococcus.mutans_P05,,,
,Streptococcus.gwangjuense_P19,,,Streptococcus.mutans_P06,,,
,Streptococcus.gwangjuense_P20,,,Streptococcus.mutans_P07,,,
,Streptococcus.gwangjuense_P21,,,Streptococcus.mutans_P08,,,
,Streptococcus.gwangjuense_P22,,,Streptococcus.mutans_P09,,,
